task,language,model,token,count_m,count_f,total_m,total_f,vocab_size,alpha,p_m,p_f,log_or,label,is_term,male_docs,female_docs
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),notable,7,6,3988,3989,512,1.0,0.0017777777777777779,0.0015552099533437014,0.13375359015904426,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),impressive,31,38,3988,3989,512,1.0,0.0071111111111111115,0.008664741168629194,-0.19760354579539832,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),urban,8,7,3988,3989,512,1.0,0.002,0.001777382803821373,0.1180052331909051,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),potential,5,1,3988,3989,512,1.0,0.0013333333333333333,0.00044434570095534326,1.0988344862026311,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),mature,3,8,3988,3989,512,1.0,0.0008888888888888889,0.0019995556542990447,-0.8107080186818072,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),empirical,10,5,3988,3989,512,1.0,0.0024444444444444444,0.0013330371028660297,0.6063580011048371,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),real,12,4,3988,3989,512,1.0,0.0028888888888888888,0.001110864252388358,0.9557336425619579,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),elegant,7,8,3988,3989,512,1.0,0.0017777777777777779,0.0019995556542990447,-0.11756083812186185,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),sociological,22,20,3988,3989,512,1.0,0.005111111111111111,0.004665629860031105,0.09119397574024828,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),core,8,4,3988,3989,512,1.0,0.002,0.001110864252388358,0.5880088624366407,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),exceptional,79,92,3988,3989,512,1.0,0.017777777777777778,0.02066207509442346,-0.15035066094485275,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),coherent,6,4,3988,3989,512,1.0,0.0015555555555555555,0.001110864252388358,0.33669443415573447,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),ideal,14,8,3988,3989,512,1.0,0.0033333333333333335,0.0019995556542990447,0.5110478213005123,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),challenging,14,16,3988,3989,512,1.0,0.0033333333333333335,0.0037769384581204176,-0.1249409454194843,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),certain,16,19,3988,3989,512,1.0,0.003777777777777778,0.004443457009553432,-0.16229673196325323,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),solid,16,10,3988,3989,512,1.0,0.003777777777777778,0.002443901355254388,0.43554026879236707,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),insightful,5,6,3988,3989,512,1.0,0.0013333333333333333,0.0015552099533437014,-0.1539284822927368,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),past,40,42,3988,3989,512,1.0,0.009111111111111111,0.00955343257053988,-0.04740585145473293,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),comparative,4,5,3988,3989,512,1.0,0.0011111111111111111,0.0013330371028660297,-0.18209935925943302,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),applied,7,8,3988,3989,512,1.0,0.0017777777777777779,0.0019995556542990447,-0.11756083812186185,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),nuanced,7,4,3988,3989,512,1.0,0.0017777777777777779,0.001110864252388358,0.47022582678025726,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),outstanding,40,44,3988,3989,512,1.0,0.009111111111111111,0.009997778271495223,-0.0928682255314903,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),strong,83,83,3988,3989,512,1.0,0.018666666666666668,0.01866251944012442,0.00022219753452146847,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),beneficial,4,4,3988,3989,512,1.0,0.0011111111111111111,0.001110864252388358,0.00022219753452169046,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),unwavering,5,2,3988,3989,512,1.0,0.0013333333333333333,0.0006665185514330149,0.6933693780944667,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),natural,8,15,3988,3989,512,1.0,0.002,0.003554765607642746,-0.5751419473690402,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),close,5,1,3988,3989,512,1.0,0.0013333333333333333,0.00044434570095534326,1.0988344862026311,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),generous,2,3,3988,3989,512,1.0,0.0006666666666666666,0.0008886914019106865,-0.2874598749172594,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),demanding,1,5,3988,3989,512,1.0,0.00044444444444444447,0.0013330371028660297,-1.098390091133588,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),young,6,5,3988,3989,512,1.0,0.0015555555555555555,0.0013330371028660297,0.15437287736177988,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),thorough,16,10,3988,3989,512,1.0,0.003777777777777778,0.002443901355254388,0.43554026879236707,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),upper,7,5,3988,3989,512,1.0,0.0017777777777777779,0.0013330371028660297,0.2879042699863026,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),pragmatic,4,3,3988,3989,512,1.0,0.0011111111111111111,0.0008886914019106865,0.22336574884873137,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),individual,6,2,3988,3989,512,1.0,0.0015555555555555555,0.0006665185514330149,0.8475200579217251,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),valuable,11,8,3988,3989,512,1.0,0.0026666666666666666,0.0019995556542990447,0.2879042699863024,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),mere,5,2,3988,3989,512,1.0,0.0013333333333333333,0.0006665185514330149,0.6933693780944667,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),structured,5,1,3988,3989,512,1.0,0.0013333333333333333,0.00044434570095534326,1.0988344862026311,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),conceptual,1,4,3988,3989,512,1.0,0.00044444444444444447,0.001110864252388358,-0.9160685343396334,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),motivated,4,6,3988,3989,512,1.0,0.0011111111111111111,0.0015552099533437014,-0.3362500390866914,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),chinese,32,33,3988,3989,512,1.0,0.007333333333333333,0.007553876916240835,-0.029630765615159545,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),unusual,12,17,3988,3989,512,1.0,0.0028888888888888888,0.003999111308598089,-0.3252002029001065,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),specialized,1,5,3988,3989,512,1.0,0.00044444444444444447,0.0013330371028660297,-1.098390091133588,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),more,23,11,3988,3989,512,1.0,0.005333333333333333,0.0026660742057320595,0.6933693780944667,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),scientific,4,2,3988,3989,512,1.0,0.0011111111111111111,0.0006665185514330149,0.5110478213005123,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),meaningful,37,43,3988,3989,512,1.0,0.008444444444444444,0.009775605421017552,-0.14638127665735395,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),co,2,3,3988,3989,512,1.0,0.0006666666666666666,0.0008886914019106865,-0.2874598749172594,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),precise,2,4,3988,3989,512,1.0,0.0006666666666666666,0.001110864252388358,-0.5106034262314691,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),minded,2,3,3988,3989,512,1.0,0.0006666666666666666,0.0008886914019106865,-0.2874598749172594,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),perfectionist,6,9,3988,3989,512,1.0,0.0015555555555555555,0.002221728504776716,-0.3564527464042109,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),traditional,3,6,3988,3989,512,1.0,0.0008888888888888889,0.0015552099533437014,-0.5593935904009011,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),foundational,8,2,3988,3989,512,1.0,0.002,0.0006665185514330149,1.0988344862026311,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),theoretical,61,64,3988,3989,512,1.0,0.013777777777777778,0.014441235281048655,-0.04703068731602394,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),confident,80,74,3988,3989,512,1.0,0.018,0.016662963785825373,0.07718323867064977,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),complex,60,62,3988,3989,512,1.0,0.013555555555555555,0.013996889580093312,-0.03203866468369982,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),textual,14,15,3988,3989,512,1.0,0.0033333333333333335,0.003554765607642746,-0.06431632360304956,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),digital,7,10,3988,3989,512,1.0,0.0017777777777777779,0.002443901355254388,-0.31823153358401307,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),new,12,5,3988,3989,512,1.0,0.0028888888888888888,0.0013330371028660297,0.7734120857680032,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),senior,20,9,3988,3989,512,1.0,0.004666666666666667,0.002221728504776716,0.7421595422638991,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),important,6,7,3988,3989,512,1.0,0.0015555555555555555,0.001777382803821373,-0.1333091950900011,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),experimental,6,5,3988,3989,512,1.0,0.0015555555555555555,0.0013330371028660297,0.15437287736177988,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),excellent,66,47,3988,3989,512,1.0,0.014888888888888889,0.010664296822928238,0.33371380601759665,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),rare,8,10,3988,3989,512,1.0,0.002,0.002443901355254388,-0.20044849792762967,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),comprehensive,14,12,3988,3989,512,1.0,0.0033333333333333335,0.0028882470562097314,0.14332304117519495,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),deep,24,28,3988,3989,512,1.0,0.005555555555555556,0.006443012663852477,-0.1481978075837517,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),political,11,5,3988,3989,512,1.0,0.0026666666666666666,0.0013330371028660297,0.6933693780944667,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),ample,8,8,3988,3989,512,1.0,0.002,0.0019995556542990447,0.00022219753452146847,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),longitudinal,3,4,3988,3989,512,1.0,0.0008888888888888889,0.001110864252388358,-0.22292135377968805,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),fellow,15,15,3988,3989,512,1.0,0.0035555555555555557,0.003554765607642746,0.00022219753452169046,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),differential,6,8,3988,3989,512,1.0,0.0015555555555555555,0.0019995556542990447,-0.2510922307463846,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),relevant,17,13,3988,3989,512,1.0,0.004,0.003110419906687403,0.2515366258154277,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),specific,3,5,3988,3989,512,1.0,0.0008888888888888889,0.0013330371028660297,-0.40524291057364276,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),appropriate,12,11,3988,3989,512,1.0,0.0028888888888888888,0.0026660742057320595,0.08026490520805794,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),social,22,18,3988,3989,512,1.0,0.005111111111111111,0.004221284159075761,0.19127743429723087,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),creative,5,4,3988,3989,512,1.0,0.0013333333333333333,0.001110864252388358,0.18254375432847614,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),several,61,65,3988,3989,512,1.0,0.013777777777777778,0.014663408131526327,-0.06229815944681248,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),polished,0,5,3988,3989,512,1.0,0.00022222222222222223,0.0013330371028660297,-1.7915372716935334,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),outspoken,4,1,3988,3989,512,1.0,0.0011111111111111111,0.00044434570095534326,0.9165129294086767,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),many,35,48,3988,3989,512,1.0,0.008,0.01088646967340591,-0.30807916211999503,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),regional,4,6,3988,3989,512,1.0,0.0011111111111111111,0.0015552099533437014,-0.3362500390866914,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),evident,14,11,3988,3989,512,1.0,0.0033333333333333335,0.0026660742057320595,0.22336574884873137,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),conscientious,5,3,3988,3989,512,1.0,0.0013333333333333333,0.0008886914019106865,0.4056873056426859,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),proficient,7,6,3988,3989,512,1.0,0.0017777777777777779,0.0015552099533437014,0.13375359015904426,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),future,7,7,3988,3989,512,1.0,0.0017777777777777779,0.001777382803821373,0.00022219753452169046,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),relative,6,4,3988,3989,512,1.0,0.0015555555555555555,0.001110864252388358,0.33669443415573447,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),such,20,22,3988,3989,512,1.0,0.004666666666666667,0.0051099755609864475,-0.09074958067120506,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),satisfactory,2,3,3988,3989,512,1.0,0.0006666666666666666,0.0008886914019106865,-0.2874598749172594,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),open,13,10,3988,3989,512,1.0,0.003111111111111111,0.002443901355254388,0.24138425435140956,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),emotional,9,7,3988,3989,512,1.0,0.0022222222222222222,0.001777382803821373,0.22336574884873137,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),extracurricular,3,7,3988,3989,512,1.0,0.0008888888888888889,0.001777382803821373,-0.6929249830254236,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),top,41,42,3988,3989,512,1.0,0.009333333333333334,0.00955343257053988,-0.023308299875672484,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),secondary,6,8,3988,3989,512,1.0,0.0015555555555555555,0.0019995556542990447,-0.2510922307463846,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),analytical,37,30,3988,3989,512,1.0,0.008444444444444444,0.006887358364807821,0.20382115277576104,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),major,4,4,3988,3989,512,1.0,0.0011111111111111111,0.001110864252388358,0.00022219753452169046,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),logical,2,4,3988,3989,512,1.0,0.0006666666666666666,0.001110864252388358,-0.5106034262314691,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),mathematical,65,59,3988,3989,512,1.0,0.014666666666666666,0.013330371028660297,0.09553237733884655,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),sophisticated,25,25,3988,3989,512,1.0,0.0057777777777777775,0.005776494112419463,0.00022219753452146847,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),own,14,15,3988,3989,512,1.0,0.0033333333333333335,0.003554765607642746,-0.06431632360304956,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),intellectual,103,115,3988,3989,512,1.0,0.02311111111111111,0.025772050655409908,-0.10897709443047036,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),reliable,5,4,3988,3989,512,1.0,0.0013333333333333333,0.001110864252388358,0.18254375432847614,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),respectful,10,5,3988,3989,512,1.0,0.0024444444444444444,0.0013330371028660297,0.6063580011048371,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),interpersonal,22,22,3988,3989,512,1.0,0.005111111111111111,0.0051099755609864475,0.00022219753452169046,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),statistical,16,13,3988,3989,512,1.0,0.003777777777777778,0.003110419906687403,0.19437821197547908,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),complete,2,3,3988,3989,512,1.0,0.0006666666666666666,0.0008886914019106865,-0.2874598749172594,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),critical,9,17,3988,3989,512,1.0,0.0022222222222222222,0.003999111308598089,-0.5875644673675975,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),numerical,12,8,3988,3989,512,1.0,0.0028888888888888888,0.0019995556542990447,0.3679469776598388,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),admirable,5,7,3988,3989,512,1.0,0.0013333333333333333,0.001777382803821373,-0.2874598749172594,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),eager,5,2,3988,3989,512,1.0,0.0013333333333333333,0.0006665185514330149,0.6933693780944667,male_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),collaborative,35,32,3988,3989,512,1.0,0.008,0.007331704065763164,0.08723357452415138,neutral,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),independent,19,25,3988,3989,512,1.0,0.0044444444444444444,0.005776494112419463,-0.26214206693296954,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),scholarly,29,37,3988,3989,512,1.0,0.006666666666666667,0.008442568318151522,-0.23616658052970876,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),sensitive,3,4,3988,3989,512,1.0,0.0008888888888888889,0.001110864252388358,-0.22292135377968805,female_biased,False,40,40
downstream,en,Claude Opus 4.5 Thinking (n1n.ai),multiple,38,39,3988,3989,512,1.0,0.008666666666666666,0.008886914019106865,-0.02509561044976824,neutral,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),few,3,4,4350,4346,798,1.0,0.000777000777000777,0.0009720062208398134,-0.2239208541127717,female_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),communicative,3,4,4350,4346,798,1.0,0.000777000777000777,0.0009720062208398134,-0.2239208541127717,female_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),intrinsic,17,14,4350,4346,798,1.0,0.0034965034965034965,0.00291601866251944,0.18154425399539256,male_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),preliminary,12,11,4350,4346,798,1.0,0.0025252525252525255,0.0023328149300155523,0.07926540487497437,neutral,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),departmental,2,5,4350,4346,798,1.0,0.0005827505827505828,0.0011664074650077762,-0.6939244833585073,female_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),last,12,10,4350,4346,798,1.0,0.0025252525252525255,0.0021384136858475893,0.16627678186460443,male_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),commendable,2,10,4350,4346,798,1.0,0.0005827505827505828,0.0021384136858475893,-1.3000602869288227,female_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),collegial,10,6,4350,4346,798,1.0,0.002136752136752137,0.0013608087091757388,0.4512078209444954,male_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),calm,14,10,4350,4346,798,1.0,0.002913752913752914,0.0021384136858475893,0.3093776255052777,male_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),linguistic,8,9,4350,4346,798,1.0,0.0017482517482517483,0.0019440124416796269,-0.10613781845638835,female_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),practical,9,19,4350,4346,798,1.0,0.0019425019425019425,0.0038880248833592537,-0.6939244833585073,female_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),philosophical,7,3,4350,4346,798,1.0,0.001554001554001554,0.0007776049766718507,0.6923698777613833,male_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),unquestionable,9,0,4350,4346,798,1.0,0.0019425019425019425,0.00019440124416796267,2.301807790195484,male_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),minimal,1,4,4350,4346,798,1.0,0.0003885003885003885,0.0009720062208398134,-0.917068034672717,female_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),cultural,11,10,4350,4346,798,1.0,0.002331002331002331,0.0021384136858475893,0.08623407419106793,neutral,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),ambiguous,4,4,4350,4346,798,1.0,0.0009712509712509713,0.0009720062208398134,-0.0007773027985620139,neutral,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),abstract,14,20,4350,4346,798,1.0,0.002913752913752914,0.004082426127527216,-0.3372495394197749,female_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),less,12,11,4350,4346,798,1.0,0.0025252525252525255,0.0023328149300155523,0.07926540487497437,neutral,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),adept,7,7,4350,4346,798,1.0,0.001554001554001554,0.0015552099533437014,-0.0007773027985620139,neutral,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),focused,6,13,4350,4346,798,1.0,0.0013597513597513598,0.0027216174183514776,-0.6939244833585073,female_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),historical,15,10,4350,4346,798,1.0,0.003108003108003108,0.0021384136858475893,0.3739161466428488,male_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),constructive,4,5,4350,4346,798,1.0,0.0009712509712509713,0.0011664074650077762,-0.18309885959251665,female_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),exemplary,29,27,4350,4346,798,1.0,0.005827505827505828,0.005443234836702955,0.06821556868838953,neutral,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),20th,5,4,4350,4346,798,1.0,0.0011655011655011655,0.0009720062208398134,0.18154425399539256,male_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),classical,21,19,4350,4346,798,1.0,0.004273504273504274,0.0038880248833592537,0.09453287700576297,neutral,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),interdisciplinary,6,13,4350,4346,798,1.0,0.0013597513597513598,0.0027216174183514776,-0.6939244833585073,female_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),computational,11,10,4350,4346,798,1.0,0.002331002331002331,0.0021384136858475893,0.08623407419106793,neutral,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),late,4,1,4350,4346,798,1.0,0.0009712509712509713,0.00038880248833592535,0.9155134290755931,male_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),dynamical,3,2,4350,4346,798,1.0,0.000777000777000777,0.0005832037325038881,0.28690476965321887,male_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),absolute,1,11,4350,4346,798,1.0,0.0003885003885003885,0.0023328149300155523,-1.792536772026617,female_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),competent,5,1,4350,4346,798,1.0,0.0011655011655011655,0.00038880248833592535,1.0978349858695478,male_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),significant,12,28,4350,4346,798,1.0,0.0025252525252525255,0.005637636080870917,-0.8031237753234991,female_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),respected,4,4,4350,4346,798,1.0,0.0009712509712509713,0.0009720062208398134,-0.0007773027985620139,neutral,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),active,3,5,4350,4346,798,1.0,0.000777000777000777,0.0011664074650077762,-0.40624241090672647,female_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),impeccable,2,3,4350,4346,798,1.0,0.0005827505827505828,0.0007776049766718507,-0.28845937525034293,female_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),dedicated,7,13,4350,4346,798,1.0,0.001554001554001554,0.0027216174183514776,-0.5603930907339846,female_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),ethic,5,2,4350,4346,798,1.0,0.0011655011655011655,0.0005832037325038881,0.6923698777613833,male_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),long,5,11,4350,4346,798,1.0,0.0011655011655011655,0.0023328149300155523,-0.6939244833585073,female_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),publishable,2,6,4350,4346,798,1.0,0.0005827505827505828,0.0013608087091757388,-0.8480751631857656,female_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),modern,15,19,4350,4346,798,1.0,0.003108003108003108,0.0038880248833592537,-0.2239208541127717,female_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),slight,9,7,4350,4346,798,1.0,0.0019425019425019425,0.0015552099533437014,0.22236624851564782,male_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),thoughtful,35,26,4350,4346,798,1.0,0.006993006993006993,0.005248833592534992,0.28690476965321904,male_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),sound,3,2,4350,4346,798,1.0,0.000777000777000777,0.0005832037325038881,0.28690476965321887,male_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),apparent,5,0,4350,4346,798,1.0,0.0011655011655011655,0.00019440124416796267,1.790982166429493,male_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),meticulous,24,24,4350,4346,798,1.0,0.004856254856254856,0.004860031104199067,-0.0007773027985620139,neutral,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),tremendous,7,2,4350,4346,798,1.0,0.001554001554001554,0.0005832037325038881,0.9800519502131642,male_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),esteemed,12,1,4350,4346,798,1.0,0.0025252525252525255,0.00038880248833592535,1.8710248741030295,male_biased,False,40,40
downstream,en,DeepSeek V3.2 (n1n.ai),superior,10,12,4350,4346,798,1.0,0.002136752136752137,0.002527216174183515,-0.16783138746172807,female_biased,False,40,40
