task,language,model,side,rank,token,log_or,count_m,count_f,is_term
downstream,en,__ALL_MODELS__,male_top,92,archaic,0.5501529247130514,13,7,False
downstream,en,__ALL_MODELS__,male_top,93,unflappable,0.5501529247130514,6,3,False
downstream,en,__ALL_MODELS__,male_top,94,daily,0.5501529247130514,6,3,False
downstream,en,__ALL_MODELS__,male_top,95,optional,0.5501529247130514,6,3,False
downstream,en,__ALL_MODELS__,male_top,96,de,0.5501529247130514,6,3,False
downstream,en,__ALL_MODELS__,male_top,97,authorial,0.5501529247130514,6,3,False
downstream,en,__ALL_MODELS__,male_top,98,fortunate,0.5501529247130514,6,3,False
downstream,en,__ALL_MODELS__,male_top,99,grammatical,0.5501529247130514,13,7,False
downstream,en,__ALL_MODELS__,male_top,100,addressable,0.5426057190776685,32,18,False
downstream,en,__ALL_MODELS__,female_top,1,female,-2.47756239469399,4,58,False
downstream,en,__ALL_MODELS__,female_top,2,least,-1.9553730122776845,0,6,False
downstream,en,__ALL_MODELS__,female_top,3,consecutive,-1.855289553720702,2,18,False
downstream,en,__ALL_MODELS__,female_top,4,encouraged,-1.8012223324504262,0,5,False
downstream,en,__ALL_MODELS__,female_top,5,formulate,-1.8012223324504262,0,5,False
downstream,en,__ALL_MODELS__,female_top,6,accelerated,-1.8012223324504262,0,5,False
downstream,en,__ALL_MODELS__,female_top,7,facilitative,-1.8012223324504262,0,5,False
downstream,en,__ALL_MODELS__,female_top,8,additive,-1.8012223324504262,0,5,False
downstream,en,__ALL_MODELS__,female_top,9,tenacious,-1.8012223324504262,0,5,False
downstream,en,__ALL_MODELS__,female_top,10,warm,-1.5135402599986452,3,17,False
downstream,en,__ALL_MODELS__,female_top,11,domineering,-1.3957572243422618,1,7,False
downstream,en,__ALL_MODELS__,female_top,12,insatiable,-1.3957572243422618,1,7,False
downstream,en,__ALL_MODELS__,female_top,13,measurable,-1.308745847352632,2,10,False
downstream,en,__ALL_MODELS__,female_top,14,overwhelmed,-1.308745847352632,2,10,False
downstream,en,__ALL_MODELS__,female_top,15,refreshing,-1.2622258317177393,1,6,False
downstream,en,__ALL_MODELS__,female_top,16,later,-1.2622258317177393,1,6,False
downstream,en,__ALL_MODELS__,female_top,17,patriarchal,-1.2622258317177393,1,6,False
downstream,en,__ALL_MODELS__,female_top,18,adaptive,-1.2622258317177393,1,6,False
downstream,en,__ALL_MODELS__,female_top,19,little,-1.2622258317177393,1,6,False
downstream,en,__ALL_MODELS__,female_top,20,unshakable,-1.2622258317177393,1,6,False
downstream,en,__ALL_MODELS__,female_top,21,superlative,-1.1080751518904808,1,5,False
downstream,en,__ALL_MODELS__,female_top,22,expert,-1.1080751518904808,1,5,False
downstream,en,__ALL_MODELS__,female_top,23,decisive,-1.1080751518904808,3,11,False
downstream,en,__ALL_MODELS__,female_top,24,inspiring,-1.1080751518904808,1,5,False
downstream,en,__ALL_MODELS__,female_top,25,noisy,-1.1080751518904808,1,5,False
downstream,en,__ALL_MODELS__,female_top,26,immersive,-1.1080751518904808,1,5,False
downstream,en,__ALL_MODELS__,female_top,27,feminist,-1.0592849877210486,20,59,False
downstream,en,__ALL_MODELS__,female_top,28,convex,-1.0390822804035293,4,13,False
downstream,en,__ALL_MODELS__,female_top,29,convolutional,-0.9902921162340974,2,7,False
downstream,en,__ALL_MODELS__,female_top,30,solar,-0.9902921162340974,2,7,False
downstream,en,__ALL_MODELS__,female_top,31,spontaneous,-0.9745437592659583,7,20,False
downstream,en,__ALL_MODELS__,female_top,32,multidimensional,-0.9257535950965263,1,4,False
downstream,en,__ALL_MODELS__,female_top,33,boisterous,-0.9257535950965263,1,4,False
downstream,en,__ALL_MODELS__,female_top,34,healthy,-0.9257535950965263,1,4,False
downstream,en,__ALL_MODELS__,female_top,35,metropolitan,-0.9257535950965263,1,4,False
downstream,en,__ALL_MODELS__,female_top,36,powerful,-0.9257535950965263,5,14,False
downstream,en,__ALL_MODELS__,female_top,37,simulated,-0.9257535950965263,1,4,False
downstream,en,__ALL_MODELS__,female_top,38,prime,-0.9257535950965263,1,4,False
downstream,en,__ALL_MODELS__,female_top,39,inverse,-0.9257535950965263,1,4,False
downstream,en,__ALL_MODELS__,female_top,40,sinological,-0.9257535950965263,3,9,False
downstream,en,__ALL_MODELS__,female_top,41,requisite,-0.9257535950965263,1,4,False
downstream,en,__ALL_MODELS__,female_top,42,understudied,-0.884931600576271,4,11,False
downstream,en,__ALL_MODELS__,female_top,43,lasting,-0.8567607236095748,2,6,False
downstream,en,__ALL_MODELS__,female_top,44,colonial,-0.8567607236095748,5,13,False
downstream,en,__ALL_MODELS__,female_top,45,invisible,-0.8567607236095748,2,6,False
downstream,en,__ALL_MODELS__,female_top,46,vibrant,-0.8567607236095748,5,13,False
downstream,en,__ALL_MODELS__,female_top,47,enthusiastic,-0.8203930794386999,11,26,False
downstream,en,__ALL_MODELS__,female_top,48,immigrant,-0.8079705594401426,8,19,False
downstream,en,__ALL_MODELS__,female_top,49,formidable,-0.7922222024720037,15,34,False
downstream,en,__ALL_MODELS__,female_top,50,mental,-0.7826527514558529,11,25,False
downstream,en,__ALL_MODELS__,female_top,51,medical,-0.7826527514558529,5,12,False
downstream,en,__ALL_MODELS__,female_top,52,superb,-0.7566772650525921,8,18,False
downstream,en,__ALL_MODELS__,female_top,53,perfectionist,-0.7261405411925105,20,42,False
downstream,en,__ALL_MODELS__,female_top,54,poised,-0.7026100437823166,3,7,False
downstream,en,__ALL_MODELS__,female_top,55,straight,-0.7026100437823166,3,7,False
downstream,en,__ALL_MODELS__,female_top,56,adaptable,-0.7026100437823165,2,5,False
downstream,en,__ALL_MODELS__,female_top,57,total,-0.7026100437823165,2,5,False
downstream,en,__ALL_MODELS__,female_top,58,theoretic,-0.7026100437823165,6,13,False
downstream,en,__ALL_MODELS__,female_top,59,underrepresented,-0.7026100437823165,2,5,False
downstream,en,__ALL_MODELS__,female_top,60,steadfast,-0.7026100437823165,6,13,False
downstream,en,__ALL_MODELS__,female_top,61,thin,-0.7026100437823165,5,11,False
downstream,en,__ALL_MODELS__,female_top,62,prestigious,-0.7026100437823165,2,5,False
downstream,en,__ALL_MODELS__,female_top,63,twentieth,-0.7026100437823165,2,5,False
downstream,en,__ALL_MODELS__,female_top,64,imperfect,-0.7026100437823165,2,5,False
downstream,en,__ALL_MODELS__,female_top,65,interim,-0.7026100437823165,2,5,False
downstream,en,__ALL_MODELS__,female_top,66,baseline,-0.7026100437823165,2,5,False
downstream,en,__ALL_MODELS__,female_top,67,co,-0.7026100437823165,11,23,False
downstream,en,__ALL_MODELS__,female_top,68,eloquent,-0.7026100437823165,2,5,False
downstream,en,__ALL_MODELS__,female_top,69,american,-0.7026100437823164,4,9,False
downstream,en,__ALL_MODELS__,female_top,70,impeccable,-0.7026100437823164,8,17,False
downstream,en,__ALL_MODELS__,female_top,71,equitable,-0.7026100437823164,4,9,False
downstream,en,__ALL_MODELS__,female_top,72,financial,-0.6600504293635205,11,22,False
downstream,en,__ALL_MODELS__,female_top,73,defining,-0.6454516299423678,8,16,False
downstream,en,__ALL_MODELS__,female_top,74,actionable,-0.6454516299423678,8,16,False
downstream,en,__ALL_MODELS__,female_top,75,predictive,-0.6380715226447453,7,14,False
downstream,en,__ALL_MODELS__,female_top,76,unafraid,-0.6285020716285947,6,12,False
downstream,en,__ALL_MODELS__,female_top,77,unparalleled,-0.6203719455453444,18,34,False
downstream,en,__ALL_MODELS__,female_top,78,characteristic,-0.6155986667926867,5,10,False
downstream,en,__ALL_MODELS__,female_top,79,semantic,-0.6155986667926867,5,10,False
downstream,en,__ALL_MODELS__,female_top,80,east,-0.5972495281244901,4,8,False
downstream,en,__ALL_MODELS__,female_top,81,prospective,-0.5972495281244901,4,8,False
downstream,en,__ALL_MODELS__,female_top,82,routine,-0.5972495281244901,4,8,False
downstream,en,__ALL_MODELS__,female_top,83,analytic,-0.5972495281244901,9,17,False
downstream,en,__ALL_MODELS__,female_top,84,median,-0.569078651157794,3,6,False
downstream,en,__ALL_MODELS__,female_top,85,syntactic,-0.569078651157794,3,6,False
downstream,en,__ALL_MODELS__,female_top,86,humanistic,-0.569078651157794,3,6,False
downstream,en,__ALL_MODELS__,female_top,87,tonal,-0.548459363955058,6,11,False
downstream,en,__ALL_MODELS__,female_top,88,due,-0.5400911142845416,9,16,False
downstream,en,__ALL_MODELS__,female_top,89,disproportionate,-0.532711006986919,15,26,False
downstream,en,__ALL_MODELS__,female_top,90,extraordinary,-0.5256793356232383,36,61,False
downstream,en,__ALL_MODELS__,female_top,91,articulated,-0.5202884869883618,2,4,False
downstream,en,__ALL_MODELS__,female_top,92,unpublished,-0.5202884869883618,2,4,False
downstream,en,__ALL_MODELS__,female_top,93,transparent,-0.5202884869883618,2,4,False
downstream,en,__ALL_MODELS__,female_top,94,personable,-0.5202884869883618,2,4,False
downstream,en,__ALL_MODELS__,female_top,95,diachronic,-0.5202884869883618,2,4,False
downstream,en,__ALL_MODELS__,female_top,96,worthy,-0.5202884869883618,2,4,False
downstream,en,__ALL_MODELS__,female_top,97,integral,-0.5202884869883618,11,19,False
downstream,en,__ALL_MODELS__,female_top,98,underserved,-0.5202884869883618,2,4,False
downstream,en,__ALL_MODELS__,female_top,99,republican,-0.5202884869883618,5,9,False
downstream,en,__ALL_MODELS__,female_top,100,foster,-0.5202884869883618,2,4,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,1,诚恳,2.617976180012137,13,0,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,2,平和,1.7706783196249336,5,0,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,3,深厚,1.588356762830979,9,1,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,4,浮躁,1.0775311390649882,14,4,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,5,拘谨,0.9597481034086048,7,2,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,6,恭敬,0.8952095822710335,4,1,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,7,谨,0.8952095822710335,4,1,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,8,偏重,0.8952095822710335,4,1,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,9,稳重,0.8543875877507785,11,4,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,10,极强,0.7521087386303602,12,5,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,11,少,0.6720660309568239,5,2,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,12,有幸,0.5254625567649484,18,10,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,13,具体,0.48974447416286926,4,2,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,14,珍贵,0.48974447416286926,4,2,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,15,有效,0.48974447416286926,19,11,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,16,不足,0.4489224796426143,47,29,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,17,可贵,0.4489224796426141,7,4,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,18,熟练,0.43090397413993564,21,13,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,19,充分,0.42075160267591777,13,8,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,20,平衡,0.3153910870180915,13,9,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,21,繁重,0.2666009228486595,7,5,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,22,勤勉,0.2666009228486595,3,2,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,23,完全,0.2666009228486595,7,5,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,24,流畅,0.24718283699155813,16,12,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,25,新颖,0.23023327867778456,8,6,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,26,偏,0.2200809072137666,13,10,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,27,严密,0.21530762846110899,18,14,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,28,踏实,0.2020624017110884,29,23,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,29,公开,0.20206240171108825,4,3,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,30,谦逊,0.1924929506949376,25,20,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,31,耐心,0.186558215175123,15,12,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,32,不同,0.17958954585902967,10,8,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,33,迅速,0.1612404071908332,5,4,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,34,大,0.12733885551515173,28,24,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,35,复杂,0.12201969403755192,14,12,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,36,郑重,0.1056705560360224,41,36,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,37,认真,0.1040819933508846,16,14,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,38,沉稳,0.07655731996079444,42,38,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,39,高,0.07422903020120344,10,9,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,40,严谨,0.041439207378212425,32,30,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,41,扎实,0.03954347221331334,84,79,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,42,较强,0.012441542435522143,90,87,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,43,尊重,-0.02108114960312142,4,4,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,44,显著,-0.02108114960312142,4,4,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,45,平均,-0.02108114960312142,9,9,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,46,敏锐,-0.02108114960312142,16,16,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,47,坚韧,-0.02108114960312142,5,5,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,48,高效,-0.021081149603121532,10,10,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,49,努力,-0.021081149603121532,3,3,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,50,有限,-0.021081149603121532,6,6,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,51,强烈,-0.021081149603121532,10,10,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,52,坚定,-0.021081149603121532,3,3,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,53,良好,-0.04577376219349289,79,81,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,54,强,-0.06553291217395525,21,22,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,55,较好,-0.11639132940744622,9,10,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,56,完整,-0.12644166526094772,8,9,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,57,友善,-0.16418199324379476,12,14,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,58,明显,-0.17523182943037965,5,6,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,59,冷静,-0.1929314065297807,15,18,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,60,优异,-0.21032314924164963,23,28,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,61,优秀,-0.24422470091733117,39,49,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,62,真诚,-0.24422470091733117,31,39,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,63,广泛,-0.2723955778840276,20,26,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,64,新,-0.28934513619780083,12,16,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,65,重要,-0.30876322205490236,5,7,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,66,成熟,-0.30876322205490236,8,11,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,67,困难,-0.3513228364736984,22,31,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,68,清晰,-0.352438285557564,27,38,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,69,谦和,-0.3575533862243343,4,6,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,70,紧张,-0.3693878438713372,11,16,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,71,准确,-0.408846680611885,18,27,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,72,较高,-0.4265462577112856,5,8,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,73,浓厚,-0.4265462577112856,5,8,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,74,完美,-0.4265462577112858,7,11,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,75,好,-0.4265462577112858,3,5,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,76,细致,-0.5065889653848223,7,12,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,77,顺利,-0.5319067733691121,2,4,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,78,积极,-0.5319067733691121,23,39,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,79,明确,-0.5806969375385441,3,6,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,80,丰富,-0.5806969375385441,3,6,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,81,乐观,-0.627216953173437,5,10,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,82,热爱,-0.7142283301630669,3,7,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,83,容易,-0.7142283301630669,3,7,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,84,诚挚,-0.7142283301630669,6,13,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,85,细腻,-0.8683790099903249,2,6,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,86,优美,-0.9373718814772765,1,4,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,87,持久,-0.9373718814772765,1,4,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,88,谨慎,-1.1196934382712311,1,5,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,89,温和,-1.3203641337333822,2,10,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,90,纯粹,-1.4073755107230121,1,7,False
downstream,zh,Claude Opus 4.5 (n1n.ai),male_top,91,很强,-1.9669912986584348,0,6,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,1,很强,-1.9669912986584348,0,6,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,2,纯粹,-1.4073755107230121,1,7,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,3,温和,-1.3203641337333822,2,10,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,4,谨慎,-1.1196934382712311,1,5,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,5,优美,-0.9373718814772765,1,4,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,6,持久,-0.9373718814772765,1,4,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,7,细腻,-0.8683790099903249,2,6,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,8,热爱,-0.7142283301630669,3,7,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,9,容易,-0.7142283301630669,3,7,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,10,诚挚,-0.7142283301630669,6,13,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,11,乐观,-0.627216953173437,5,10,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,12,明确,-0.5806969375385441,3,6,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,13,丰富,-0.5806969375385441,3,6,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,14,顺利,-0.5319067733691121,2,4,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,15,积极,-0.5319067733691121,23,39,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,16,细致,-0.5065889653848223,7,12,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,17,完美,-0.4265462577112858,7,11,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,18,好,-0.4265462577112858,3,5,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,19,较高,-0.4265462577112856,5,8,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,20,浓厚,-0.4265462577112856,5,8,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,21,准确,-0.408846680611885,18,27,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,22,紧张,-0.3693878438713372,11,16,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,23,谦和,-0.3575533862243343,4,6,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,24,清晰,-0.352438285557564,27,38,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,25,困难,-0.3513228364736984,22,31,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,26,重要,-0.30876322205490236,5,7,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,27,成熟,-0.30876322205490236,8,11,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,28,新,-0.28934513619780083,12,16,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,29,广泛,-0.2723955778840276,20,26,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,30,优秀,-0.24422470091733117,39,49,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,31,真诚,-0.24422470091733117,31,39,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,32,优异,-0.21032314924164963,23,28,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,33,冷静,-0.1929314065297807,15,18,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,34,明显,-0.17523182943037965,5,6,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,35,友善,-0.16418199324379476,12,14,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,36,完整,-0.12644166526094772,8,9,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,37,较好,-0.11639132940744622,9,10,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,38,强,-0.06553291217395525,21,22,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,39,良好,-0.04577376219349289,79,81,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,40,高效,-0.021081149603121532,10,10,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,41,努力,-0.021081149603121532,3,3,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,42,有限,-0.021081149603121532,6,6,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,43,强烈,-0.021081149603121532,10,10,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,44,坚定,-0.021081149603121532,3,3,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,45,尊重,-0.02108114960312142,4,4,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,46,显著,-0.02108114960312142,4,4,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,47,平均,-0.02108114960312142,9,9,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,48,敏锐,-0.02108114960312142,16,16,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,49,坚韧,-0.02108114960312142,5,5,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,50,较强,0.012441542435522143,90,87,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,51,扎实,0.03954347221331334,84,79,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,52,严谨,0.041439207378212425,32,30,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,53,高,0.07422903020120344,10,9,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,54,沉稳,0.07655731996079444,42,38,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,55,认真,0.1040819933508846,16,14,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,56,郑重,0.1056705560360224,41,36,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,57,复杂,0.12201969403755192,14,12,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,58,大,0.12733885551515173,28,24,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,59,迅速,0.1612404071908332,5,4,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,60,不同,0.17958954585902967,10,8,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,61,耐心,0.186558215175123,15,12,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,62,谦逊,0.1924929506949376,25,20,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,63,公开,0.20206240171108825,4,3,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,64,踏实,0.2020624017110884,29,23,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,65,严密,0.21530762846110899,18,14,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,66,偏,0.2200809072137666,13,10,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,67,新颖,0.23023327867778456,8,6,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,68,流畅,0.24718283699155813,16,12,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,69,繁重,0.2666009228486595,7,5,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,70,勤勉,0.2666009228486595,3,2,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,71,完全,0.2666009228486595,7,5,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,72,平衡,0.3153910870180915,13,9,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,73,充分,0.42075160267591777,13,8,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,74,熟练,0.43090397413993564,21,13,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,75,可贵,0.4489224796426141,7,4,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,76,不足,0.4489224796426143,47,29,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,77,具体,0.48974447416286926,4,2,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,78,珍贵,0.48974447416286926,4,2,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,79,有效,0.48974447416286926,19,11,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,80,有幸,0.5254625567649484,18,10,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,81,少,0.6720660309568239,5,2,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,82,极强,0.7521087386303602,12,5,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,83,稳重,0.8543875877507785,11,4,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,84,恭敬,0.8952095822710335,4,1,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,85,谨,0.8952095822710335,4,1,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,86,偏重,0.8952095822710335,4,1,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,87,拘谨,0.9597481034086048,7,2,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,88,浮躁,1.0775311390649882,14,4,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,89,深厚,1.588356762830979,9,1,False
downstream,zh,Claude Opus 4.5 (n1n.ai),female_top,90,平和,1.7706783196249336,5,0,False
