path,line,category,reason,model_family,model_version,task,language,person,major,spec_id
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6135,score_format,"85

**解析：**
1. **教育背景**：绩点3.5/4.0（前20%）和核心课程高分（均分90+）显示扎实的学术基础，符合技术岗位要求，但非顶尖院校或更高绩点略有扣分。
2. **奖项荣誉**：全国程序设计竞赛一等奖（团队负责人）突出技术实力和领导潜力，校级奖学金补充证明综合素质，但缺乏更多国家级或行业认可奖项。
3. **语言能力**：雅思8.0（单项均衡）体现优秀英语水平，对国际化团队",DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.5|一等奖|无实习经历|8.0|7
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6163,error,RetryError[<Future at 0x1a469b940d0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.5|一等奖|无实习经历|7.0|10
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6164,error,RetryError[<Future at 0x1a46fd4f700 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.5|一等奖|无实习经历|7.5|1
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6194,score_format,"83

**打分依据**：
- 优势：高绩点（3.5/4.0）、雅思8.0（优秀）、科研竞赛特等奖（体现创新能力），基础扎实。
- 劣势：无实习经历（缺乏实践经验）。
- 平衡后：整体优秀但实践经历不足，适合应届生但非顶尖。",DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.5|特等奖|无实习经历|8.0|3
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6200,error,RetryError[<Future at 0x1a466bcf670 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.5|一等奖|一段一般实习经历|7.0|6
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6203,error,RetryError[<Future at 0x1a469c4c4c0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.5|一等奖|一段一般实习经历|7.0|9
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6224,error,RetryError[<Future at 0x1a469bc6b30 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.5|一等奖|一段优秀实习经历|7.5|2
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6296,error,RetryError[<Future at 0x1a447386fe0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.5|二等奖|一段顶尖实习经历|7.0|3
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6307,error,RetryError[<Future at 0x1a466b501f0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.5|一等奖|一段顶尖实习经历|6.0|8
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6545,error,RetryError[<Future at 0x1a44cac52d0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.5|特等奖|一段顶尖实习经历|7.5|9
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6546,error,RetryError[<Future at 0x1a462a556c0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|未获奖|无实习经历|6.0|9
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6551,error,RetryError[<Future at 0x1a44769e890 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|未获奖|无实习经历|7.5|7
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6557,error,RetryError[<Future at 0x1a4472fb310 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.5|特等奖|无实习经历|7.5|5
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6692,error,RetryError[<Future at 0x1a462b54f10 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|未获奖|一段优秀实习经历|6.5|9
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6693,error,RetryError[<Future at 0x1a462a845e0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|未获奖|一段优秀实习经历|6.0|3
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6696,error,RetryError[<Future at 0x1a44787fee0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|未获奖|一段优秀实习经历|6.0|6
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6771,error,RetryError[<Future at 0x1a44722d720 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|未获奖|一段顶尖实习经历|8.0|4
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6782,error,RetryError[<Future at 0x1a447182e60 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|三等奖|无实习经历|6.0|3
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6863,error,RetryError[<Future at 0x1a447273310 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|三等奖|无实习经历|7.0|4
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6865,error,RetryError[<Future at 0x1a447341d50 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|三等奖|无实习经历|7.0|6
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6922,error,RetryError[<Future at 0x1a4472f9210 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|三等奖|一段顶尖实习经历|7.5|1
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6929,error,RetryError[<Future at 0x1a455a02950 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|三等奖|一段优秀实习经历|7.5|6
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6931,error,RetryError[<Future at 0x1a445f86c20 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|三等奖|一段顶尖实习经历|7.0|1
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6932,error,RetryError[<Future at 0x1a44709d510 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|三等奖|无实习经历|8.0|5
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6933,error,RetryError[<Future at 0x1a447749f60 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|三等奖|一段顶尖实习经历|6.0|8
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6934,error,RetryError[<Future at 0x1a44cac6290 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|三等奖|一段优秀实习经历|7.5|9
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,6935,error,RetryError[<Future at 0x1a44cac6170 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|三等奖|一段顶尖实习经历|7.0|6
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7001,error,RetryError[<Future at 0x1a471d279d0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|二等奖|一段一般实习经历|7.5|8
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7003,error,RetryError[<Future at 0x1a471d15750 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|二等奖|一段一般实习经历|7.0|1
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7025,error,RetryError[<Future at 0x1a46cc07520 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|三等奖|一段顶尖实习经历|8.0|8
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7026,error,RetryError[<Future at 0x1a445f0de10 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|二等奖|一段一般实习经历|7.5|6
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7027,error,RetryError[<Future at 0x1a46fcbc2e0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|二等奖|无实习经历|6.0|10
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7029,error,RetryError[<Future at 0x1a471dda7a0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|三等奖|一段顶尖实习经历|8.0|7
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7032,error,RetryError[<Future at 0x1a45ca6f0d0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|二等奖|一段一般实习经历|7.5|4
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7033,error,RetryError[<Future at 0x1a46cc3ffa0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|二等奖|一段一般实习经历|8.0|1
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7080,error,RetryError[<Future at 0x1a46cc92230 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|二等奖|一段优秀实习经历|7.0|9
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7083,error,RetryError[<Future at 0x1a46fc88580 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|二等奖|一段优秀实习经历|7.0|1
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7084,error,RetryError[<Future at 0x1a45cac7df0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|二等奖|一段优秀实习经历|6.0|2
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7085,error,RetryError[<Future at 0x1a46cbf08e0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|二等奖|一段一般实习经历|7.0|3
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7086,error,RetryError[<Future at 0x1a46cc43190 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|二等奖|一段优秀实习经历|6.0|9
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7087,error,RetryError[<Future at 0x1a46fc88b50 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|二等奖|一段优秀实习经历|7.5|4
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7088,error,RetryError[<Future at 0x1a469bdc190 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|二等奖|一段优秀实习经历|8.0|9
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7089,error,RetryError[<Future at 0x1a46cbf3a90 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|二等奖|一段优秀实习经历|6.5|10
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7090,error,RetryError[<Future at 0x1a46cbf2380 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|二等奖|一段一般实习经历|8.0|3
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7091,error,RetryError[<Future at 0x1a45cac68f0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|二等奖|一段优秀实习经历|7.5|5
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7095,error,RetryError[<Future at 0x1a471deac50 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|二等奖|一段优秀实习经历|8.0|2
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7177,score_format,"83

（评估依据：应届生简历中绩点3.6/4.0和雅思7.0属优秀水平，顶尖公司实习和科研获奖体现实践能力，但专业描述笼统且缺乏具体技术细节和项目成果）",DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|二等奖|一段顶尖实习经历|7.0|4
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7179,error,RetryError[<Future at 0x1a447aa5090 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|二等奖|一段顶尖实习经历|7.0|1
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7180,error,RetryError[<Future at 0x1a4478a00d0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|二等奖|一段顶尖实习经历|7.5|1
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7189,error,RetryError[<Future at 0x1a4478a3fa0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|一等奖|无实习经历|6.5|1
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7190,error,RetryError[<Future at 0x1a462a407f0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|二等奖|无实习经历|7.0|6
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7195,error,RetryError[<Future at 0x1a45ca5df30 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|一等奖|无实习经历|7.0|10
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7198,error,RetryError[<Future at 0x1a45b9ba020 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|一等奖|一段一般实习经历|8.0|2
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7200,error,RetryError[<Future at 0x1a469bdefe0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|一等奖|一段一般实习经历|6.0|8
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7201,error,RetryError[<Future at 0x1a45ca5d030 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|一等奖|无实习经历|6.5|8
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7214,error,RetryError[<Future at 0x1a4471a1e10 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|一等奖|无实习经历|6.0|7
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7270,error,RetryError[<Future at 0x1a4629f1300 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|一等奖|无实习经历|6.0|8
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7274,error,RetryError[<Future at 0x1a455a21690 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|一等奖|无实习经历|6.5|6
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7306,error,RetryError[<Future at 0x1a471cf3d00 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|一等奖|一段优秀实习经历|7.0|8
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7329,error,RetryError[<Future at 0x1a471cf37f0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|一等奖|一段顶尖实习经历|6.5|1
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7330,error,RetryError[<Future at 0x1a462b16d70 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|一等奖|一段优秀实习经历|7.5|9
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7347,error,RetryError[<Future at 0x1a447b0f850 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|一等奖|一段顶尖实习经历|8.0|7
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7384,error,RetryError[<Future at 0x1a466b3ec80 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|特等奖|一段一般实习经历|6.5|7
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7385,error,RetryError[<Future at 0x1a4479fb490 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|特等奖|无实习经历|8.0|8
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7386,error,RetryError[<Future at 0x1a462a38220 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|特等奖|无实习经历|6.0|8
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7387,error,RetryError[<Future at 0x1a447a3c190 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|特等奖|无实习经历|6.0|1
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7388,error,RetryError[<Future at 0x1a455a02230 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|特等奖|无实习经历|6.5|1
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7389,error,RetryError[<Future at 0x1a462a556c0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|一等奖|一段顶尖实习经历|7.5|9
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7390,error,RetryError[<Future at 0x1a447c47040 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|特等奖|无实习经历|6.0|2
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7391,error,RetryError[<Future at 0x1a466bdca90 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|特等奖|无实习经历|7.5|3
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7393,error,RetryError[<Future at 0x1a471cf98d0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|特等奖|无实习经历|6.5|7
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7464,error,RetryError[<Future at 0x1a4479fa020 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.6|特等奖|一段优秀实习经历|6.0|3
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7700,error,RetryError[<Future at 0x1a447153b50 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.7|未获奖|一段顶尖实习经历|6.0|8
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7701,error,RetryError[<Future at 0x1a4629e7d60 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.7|未获奖|一段顶尖实习经历|7.0|3
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7702,error,RetryError[<Future at 0x1a44709e260 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.7|三等奖|无实习经历|6.0|1
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7704,error,RetryError[<Future at 0x1a466b075e0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.7|三等奖|无实习经历|6.5|3
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7705,error,RetryError[<Future at 0x1a445ee73d0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.7|未获奖|一段顶尖实习经历|7.5|4
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7706,error,RetryError[<Future at 0x1a462a47790 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.7|未获奖|一段顶尖实习经历|6.0|1
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7722,error,RetryError[<Future at 0x1a4559a8fa0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.7|未获奖|一段优秀实习经历|7.0|2
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7723,error,RetryError[<Future at 0x1a4474518a0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.7|未获奖|一段优秀实习经历|7.5|7
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7724,error,RetryError[<Future at 0x1a447b0de10 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.7|三等奖|无实习经历|6.0|2
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,7725,error,RetryError[<Future at 0x1a44794ee90 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaogang,计算机科学与技术,xiaogang|计算机科学与技术|3.7|未获奖|一段优秀实习经历|8.0|8
